BmV18hpi_uninfected_b	BmV18hpi_uninfected_c	BmV4dpi_uninfected_b	BmV4dpi_uninfected_c	BmV8dpi_uninfected_b	BmV8dpi_uninfected_c	BmV18hpi_a	BmV18hpi_b	BmV4dpi_a	BmV4dpi_b	BmV8dpi_a	BmV8dpi_b
AAEL010089	50	54	78	101	245	213	64	86	177	126	120	112
AAEL010090	114	181	199	246	438	392	490	534	468	351	340	511
AAEL010091	15	70	26	26	161	6	59	52	0	8	36	32
AAEL010092	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010093	0	0	5	0	0	0	0	0	0	0	0	1
AAEL010094	22	198	7672	24274	1202	11255	373	491	6512	53	139	1528
AAEL010095	3294	2860	2724	2989	8970	5304	2795	2722	3968	3248	3685	3927
AAEL010096	0	0	0	1	0	0	0	0	0	0	0	0
AAEL010097	3	1118	41420	145388	4450	56512	47	1237	31947	8	22	6681
AAEL010098	0	0	0	0	2	9	0	0	0	3	0	2
AAEL010099	228	256	297	206	606	583	103	107	354	564	562	664
AAEL010100	2654	920	1339	912	3714	1181	856	1095	1010	1595	5582	5265
AAEL010101	124	95	263	558	303	307	170	172	300	219	221	333
AAEL010102	309	438	566	515	1727	942	674	762	838	893	1125	1363
AAEL010103	0	1	0	0	0	0	0	0	0	0	0	0
AAEL010104	0	0	2	0	0	0	0	0	0	0	0	0
AAEL010105	7	9	17	13	33	31	3	2	15	11	3	5
AAEL010106	115	139	195	127	312	202	59	122	111	97	95	82
AAEL010107	120	172	394	767	608	757	319	376	439	326	364	428
AAEL010108	934	1015	2976	2591	4795	5288	1323	1591	3043	3219	4546	3745
AAEL010109	199	231	868	2490	675	1269	184	222	643	234	254	409
AAEL010110	0	0	0	2	0	0	0	0	2	0	0	0
AAEL010111	204	179	178	225	606	302	121	183	130	170	233	276
AAEL010112	175	116	213	380	470	295	344	303	439	349	318	405
AAEL010113	9	5	5	10	21	10	8	9	10	14	4	52
AAEL010114	0	0	0	5	5	1	0	0	15	0	7	0
AAEL010115	1	3	4	4	3	0	0	0	0	0	3	0
AAEL010116	1588	1718	2104	2531	5391	2992	1930	2016	2830	2844	2878	3021
AAEL010117	13	4	6	11	11	26	26	24	30	9	34	18
AAEL010118	147	166	427	796	914	725	491	522	461	422	565	728
AAEL010119	156	173	230	339	454	419	361	378	446	361	315	431
AAEL010120	46	32	80	40	124	35	36	42	66	67	80	95
AAEL010121	41	35	93	226	100	101	79	51	91	41	61	45
AAEL010122	74	91	77	80	189	119	93	103	145	129	100	134
AAEL010123	725	917	674	1222	1580	1109	450	391	860	666	953	1027
AAEL010124	303	262	630	1170	737	538	136	101	397	137	165	207
AAEL010125	3329	3334	1380	727	5527	2490	7469	6882	5903	2890	10243	10258
AAEL010126	4	29	22	55	57	48	2	6	15	31	7	3
AAEL010127	10	2	2	4	0	0	3	3	1	2	4	25
AAEL010128	353	388	357	206	1923	767	440	513	1478	1080	590	724
AAEL010129	0	0	0	0	0	0	0	0	0	0	2	0
AAEL010130	0	0	0	0	0	0	4	0	0	0	0	0
AAEL010131	17	17	49	21	86	30	10	19	23	13	6	29
AAEL010132	142	116	209	201	890	619	290	190	530	528	523	520
AAEL010133	28	25	86	474	163	188	28	34	60	69	50	51
AAEL010134	0	0	2	0	0	0	0	0	2	0	0	0
AAEL010135	123	106	239	472	430	460	341	314	307	281	265	355
AAEL010136	142	154	344	528	540	491	354	392	471	364	442	566
AAEL010137	0	0	3	0	0	0	0	0	0	2	0	0
AAEL010138	15	31	295	818	185	355	57	52	194	51	82	118
AAEL010139	714	247	2479	109	1094	5747	2296	2570	6453	18596	10720	7194
AAEL010140	0	0	28	36	14	8	0	0	3	2	5	1
AAEL010141	218	316	331	478	766	835	489	502	475	426	363	423
AAEL010142	204	260	263	192	645	266	333	358	355	362	279	353
AAEL010143	6104	8552	6834	9550	11491	16806	12195	11851	16144	12969	6516	8338
AAEL010144	150	106	282	166	732	104	97	119	191	220	143	270
AAEL010145	5787	6646	7143	8985	16992	9492	7391	8282	9784	15088	7132	9130
AAEL010146	1712	2714	2575	3795	4782	4473	2473	2577	2798	1776	5195	4540
AAEL010147	5960	6896	7884	7093	20955	9854	5260	5793	7905	6463	6357	6605
AAEL010148	6104	6323	6351	8714	15828	10870	6875	5588	11353	10262	8292	7047
AAEL010149	126	207	201	285	389	496	18	50	57	27	42	76
AAEL010150	19	30	129	265	131	197	109	91	126	66	100	147
AAEL010151	371	516	662	680	1871	1160	97	133	350	385	344	435
AAEL010152	3	1	24	171	17	121	0	0	18	0	0	9
AAEL010154	120	191	64	78	158	122	299	177	188	152	168	304
AAEL010155	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010157	277	323	477	657	1488	707	13	5	91	174	18	123
AAEL010158	0	1	0	1	18	32	0	0	1	6	13	9
AAEL010159	5717	6588	18293	26353	54122	35525	8720	9982	19713	21168	19741	21766
AAEL010160	694	598	4249	4158	6406	8081	3723	3685	19567	15524	3416	5592
AAEL010161	720	1209	5379	3842	9161	11236	7802	6721	22733	15005	4374	8340
AAEL010162	123	130	209	190	598	240	113	147	279	205	183	260
AAEL010163	714	824	1461	1690	3978	2263	612	545	1194	1362	837	1057
AAEL010164	663	675	3182	3594	6298	7880	5757	5356	14778	10018	3854	5819
AAEL010165	1002	1013	1461	2252	2980	1881	1236	1221	1689	1300	1212	1622
AAEL010166	0	0	0	3	4	0	0	2	2	1	0	0
AAEL010167	133	103	193	469	387	237	153	151	187	206	201	256
AAEL010168	123486	125602	100523	117893	379552	239375	134582	125479	142218	146399	144854	176268
AAEL010169	6796	9608	5625	6242	25310	17317	568	645	527	530	425	2073
AAEL010170	2712	2828	4423	4917	9089	8101	3693	4085	6920	5733	6355	6911
AAEL010171	1220	3049	3777	4173	12963	5406	656	685	1533	3266	1466	2624
AAEL010172	111	57	169	115	405	251	114	198	439	476	322	390
AAEL010173	101	108	379	939	368	498	157	166	311	141	155	223
AAEL010174	315	413	1456	1428	1990	4202	1464	1543	8175	7500	1393	2131
AAEL010175	158	130	136	207	378	145	150	136	183	122	177	158
AAEL010176	77	94	215	480	349	313	121	111	219	143	152	200
AAEL010177	71	68	69	112	138	130	137	124	204	188	188	195
AAEL010178	2309	2720	3100	2627	7289	4757	4568	4717	4371	3359	8868	9847
AAEL010179	105	102	129	150	394	200	67	77	167	177	117	116
AAEL010180	4281	4536	10534	12901	15361	21674	16147	19196	42307	37607	8139	10597
AAEL010181	525	691	649	841	1394	1250	2074	2009	1826	1656	1285	1495
AAEL010182	317	303	432	1060	880	715	384	354	661	414	339	493
AAEL010183	251	258	4602	3058	6338	7526	4962	4748	23521	15725	5079	8658
AAEL010184	1572	1646	3809	8453	5022	4778	1174	1134	3013	1791	1676	1885
AAEL010185	3	26	122	322	101	119	7	9	72	54	41	83
AAEL010186	116	55	1289	1124	2990	4823	493	546	7688	6946	3606	5171
AAEL010187	822	915	1745	1598	4218	2109	946	1175	1231	988	1289	1571
AAEL010188	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010189	5	3	8	0	9	0	0	0	1	10	0	0
AAEL010190	386	507	1077	792	2422	1412	639	766	843	751	1152	1341
AAEL010191	12	41	77	51	121	112	11	5	3	9	12	38
AAEL010192	391	438	536	840	1282	1084	437	494	633	429	676	866
AAEL010193	2	0	2	5	1	3	0	0	2	0	0	0
AAEL010194	0	0	0	2	1	19	0	1	1	0	0	6
AAEL010195	8	16	0	0	3	0	0	10	0	0	0	0
AAEL010196	349	55	0	1	6	0	8	463	0	215	0	1
AAEL010197	2	3	9	8	9	16	7	14	6	7	3	17
AAEL010198	1364	1343	1767	1684	4440	2676	1156	1365	1573	1627	1932	1951
AAEL010199	45	104	179	346	355	437	106	120	152	216	173	187
AAEL010200	409	375	728	786	1194	738	442	420	600	461	364	517
AAEL010201	0	1	9	0	7	0	3	0	4	0	7	1
AAEL010202	238	29	0	0	0	0	0	120	0	0	1	0
AAEL010203	13	16	4	1	4	0	3	69	0	4	0	2
AAEL010204	5978	5834	681	587	2305	1158	3624	3646	358	469	484	613
AAEL010205	76724	99757	127757	103137	320412	143246	91313	90218	121337	130128	117346	133490
AAEL010206	4098	3708	2016	2491	8360	4125	2467	2283	3586	2682	5372	3667
AAEL010208	10	13	29	50	71	66	50	46	81	38	37	28
AAEL010209	30	2	22	53	71	74	20	14	48	34	21	66
AAEL010210	422	366	571	654	1297	609	290	340	551	422	314	371
AAEL010211	3	17	208	673	80	272	0	13	201	8	6	64
AAEL010212	1	5	20	1	25	16	11	3	19	5	9	15
AAEL010213	22	30	51	71	118	60	24	22	41	39	36	29
AAEL010214	5	3	2	3	7	0	0	5	4	6	8	9
AAEL010215	223	180	203	131	578	396	119	138	148	224	188	111
AAEL010216	3	2	63	518	19	10	7	0	33	0	2	0
AAEL010217	159	198	408	899	695	951	426	384	753	560	505	626
AAEL010218	9	3	2	2	9	8	0	0	0	0	0	0
AAEL010219	641	548	1016	995	2927	1111	559	641	1333	1171	1038	1093
AAEL010220	109	134	100	73	282	163	175	167	269	130	171	196
AAEL010221	16	14	22	88	52	34	1	6	13	2	4	20
AAEL010222	621	561	499	428	1379	777	543	531	478	472	641	751
AAEL010223	3627	3494	618	981	1401	991	3107	2732	1107	813	754	994
AAEL010224	103	174	127	144	400	164	19	4	35	118	34	43
AAEL010225	1	5	7	1	13	8	0	0	0	0	0	0
AAEL010226	421	439	1425	3032	1468	1890	212	255	700	361	280	469
AAEL010227	2105	1936	547	874	1207	886	3982	3166	833	848	903	844
AAEL010228	16384	12225	20367	22560	74113	28014	20190	23941	27960	26445	20247	18817
AAEL010229	3	32	625	2012	112	1827	3	17	503	3	1	175
AAEL010230	7218	8805	6804	6580	10621	11721	17760	17009	16907	15362	6311	7500
AAEL010231	0	0	0	0	2	0	0	0	0	2	0	0
AAEL010232	0	3	1	3	8	6	0	1	0	0	0	0
AAEL010233	0	7	7	10	3	0	3	4	10	7	0	16
AAEL010234	1004	790	2062	3644	2761	2927	513	583	1188	938	866	1228
AAEL010235	35387	30531	70070	67588	210448	79513	81714	87014	128613	114183	88802	91050
AAEL010236	0	0	0	0	0	0	4	3	0	0	0	0
AAEL010238	96	107	318	535	366	406	115	83	240	165	140	125
AAEL010239	58	43	138	263	214	224	105	80	179	102	136	134
AAEL010240	2	8	401	1040	136	658	0	17	272	6	0	49
AAEL010242	4106	3181	4810	5000	21720	9715	10548	10445	15987	14964	12535	10309
AAEL010243	1764	1922	1086	1644	3320	1979	4002	3611	2383	2111	2341	2338
AAEL010244	2139	2106	2263	3696	4895	3823	2967	2901	3584	2973	2962	3382
AAEL010245	195	211	402	837	628	599	690	619	546	435	603	743
AAEL010246	281	299	539	1017	963	805	420	413	536	428	408	583
AAEL010247	332	444	596	999	1257	1481	354	343	797	563	1383	1384
AAEL010248	288	439	2051	4847	2214	3694	3230	3646	2894	2040	2569	3450
AAEL010249	33	73	273	770	318	605	151	184	193	70	60	197
AAEL010250	6	2	5	8	13	7	31	51	41	38	11	27
AAEL010251	165	139	164	232	547	225	356	325	514	263	371	513
AAEL010252	4	1	1	1	14	2	0	0	0	0	0	2
AAEL010253	5	9	167	445	18	373	50	52	106	13	33	64
AAEL010254	325	331	580	1345	952	832	1002	1069	1046	754	925	1054
AAEL010255	0	3	3	6	11	0	5	4	6	0	4	6
AAEL010256	1274	1392	2478	3697	4780	2865	953	1039	1706	1342	1198	1573
AAEL010257	156	157	271	165	608	186	172	210	259	208	174	291
AAEL010258	4983	5499	9224	9156	19746	15076	4961	5209	9128	8205	10031	11365
AAEL010259	117	103	359	1131	479	650	70	108	254	138	101	168
AAEL010260	625	622	901	668	2001	948	767	727	896	956	852	1132
AAEL010261	19	41	77	134	169	95	56	76	100	89	83	86
AAEL010262	105	90	119	51	285	131	123	152	242	198	202	233
AAEL010263	14	7	18	11	63	32	15	13	16	14	28	31
AAEL010264	0	0	3	1	2	20	1	2	2	7	24	4
AAEL010265	15	20	20	34	75	19	4	1	14	4	0	0
AAEL010266	3	13	18	86	25	16	0	13	27	72	37	29
AAEL010267	4	2	4	18	36	6	0	0	4	7	0	6
AAEL010268	2	2	20	36	9	22	0	0	12	6	0	4
AAEL010269	91	130	127	110	998	258	276	237	193	262	435	335
AAEL010270	120	54	407	586	163	1398	277	219	420	1116	1497	779
AAEL010271	50	54	125	160	181	192	124	116	170	94	163	134
AAEL010272	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010273	1	1	3	6	0	0	0	0	4	2	0	3
AAEL010274	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010275	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010276	4543	4207	322	376	1745	1077	16744	13978	1073	686	2831	3394
AAEL010277	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010278	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010279	0	0	1	0	3	0	0	0	0	0	0	0
AAEL010280	6479	7251	327	775	397	451	13068	6871	437	117	527	370
AAEL010281	47	28	52	44	56	67	63	46	123	68	33	33
AAEL010282	14	11	88	272	82	149	3	8	82	10	3	36
AAEL010283	52	69	61	95	135	86	51	16	51	31	44	89
AAEL010284	1102	826	173	195	619	274	1140	841	195	196	156	158
AAEL010285	36	13	28	5	44	9	33	36	51	48	15	9
AAEL010286	0	2	15	36	6	5	3	0	8	1	4	4
AAEL010287	4	14	57	90	189	172	25	40	36	48	42	115
AAEL010288	755	510	743	692	1240	879	2268	2007	1348	1071	869	438
AAEL010289	120	163	86	114	218	77	70	32	68	172	10	24
AAEL010290	235	241	929	1862	1057	1039	344	331	1327	391	249	690
AAEL010291	1	0	15	114	3	55	0	4	4	0	0	4
AAEL010292	144	163	629	1146	847	777	65	88	392	135	129	257
AAEL010293	2	1	1	6	3	0	0	0	7	0	0	0
AAEL010294	881	852	1171	1264	2005	1055	919	1032	1538	1234	635	783
AAEL010295	22	11	46	45	55	48	68	103	154	106	82	46
AAEL010296	206	330	307	534	1482	514	1272	1640	329	269	592	806
AAEL010297	5	0	0	0	0	0	0	0	0	0	0	0
AAEL010298	51	31	37	32	181	48	19	20	31	29	19	33
AAEL010299	44870	46024	31845	32851	125928	73791	49399	42292	55242	59382	54174	60908
AAEL010300	1611	1945	2931	4290	6057	5865	2279	2572	4740	3859	3264	4085
AAEL010301	336	366	592	653	1360	564	319	419	790	669	1123	1299
AAEL010302	148	135	438	753	514	476	192	171	449	222	244	407
AAEL010303	162	207	489	1064	527	602	291	299	502	267	240	296
AAEL010304	29	25	63	29	89	35	35	36	50	47	58	70
AAEL010305	60	81	101	98	356	235	131	120	170	168	168	261
AAEL010306	52	49	77	132	176	155	71	140	139	102	170	184
AAEL010307	259	290	344	305	1345	809	181	122	347	485	156	332
AAEL010308	820	966	742	718	2031	889	1058	1010	966	906	1125	1033
AAEL010309	114	97	108	93	296	147	182	195	270	229	207	227
AAEL010310	1	5	39	26	14	0	7	0	8	1	11	13
AAEL010311	1351	1535	2396	4666	4184	2904	1531	1609	2313	1795	2182	2314
AAEL010312	765	883	3757	10810	3300	4654	700	688	2883	1312	1107	1548
AAEL010313	250	214	306	387	640	293	221	247	426	399	170	290
AAEL010314	802	855	1149	956	2329	1505	604	741	1389	1252	840	876
AAEL010315	1	3	0	1	5	0	1	0	1	1	4	0
AAEL010316	445	496	645	980	1656	1221	458	465	760	743	631	754
AAEL010317	212	277	1273	2916	1424	1886	741	904	1448	914	1201	1354
AAEL010318	267083	236134	129141	119078	376547	211580	158391	128047	118217	121701	125588	130085
AAEL010319	1410	1443	2178	3311	4522	2646	1232	1320	2300	1970	1868	2177
AAEL010320	63	65	48	62	142	88	157	189	287	242	208	244
AAEL010321	260	396	664	1426	1170	903	498	639	520	465	496	510
AAEL010322	0	4	7	0	0	0	0	4	0	0	10	0
AAEL010323	332	313	452	700	677	663	558	477	528	355	352	398
AAEL010324	216	191	264	176	861	314	343	310	401	371	342	461
AAEL010325	1	0	1	0	2	2	0	0	0	0	0	0
AAEL010326	69	69	142	150	418	145	32	49	168	249	112	101
AAEL010327	0	1	102	158	58	78	4	4	56	6	5	11
AAEL010328	244	315	737	1366	1261	845	206	260	498	421	333	329
AAEL010329	4	2	14	6	16	10	2	0	2	14	6	6
AAEL010330	13518	19150	14248	19258	27918	34371	26209	24694	25868	21057	11266	14329
AAEL010331	6	11	20	5	20	15	10	5	17	0	6	3
AAEL010332	79	75	207	330	258	295	111	77	208	139	103	186
AAEL010333	126	120	224	264	452	457	314	325	317	294	315	372
AAEL010334	756	1050	968	712	3167	2307	1265	1301	1128	1520	1757	1667
AAEL010335	0	1	2	0	1	0	0	13	7	0	4	0
AAEL010336	162	154	412	840	721	833	477	548	698	574	566	584
AAEL010337	1522	1188	862	874	2884	1456	1994	1470	1620	1224	2122	1356
AAEL010338	3344	2012	1123	951	3710	1409	315	389	306	1367	70	145
AAEL010339	321	343	271	386	650	709	923	865	586	462	497	505
AAEL010340	2776	2617	3978	7759	8388	6386	4152	4264	5156	4187	4671	4916
AAEL010341	147	169	848	1774	791	1384	534	594	990	560	670	683
AAEL010342	27	44	636	2033	185	824	48	85	502	62	51	231
AAEL010343	556	522	1100	1685	1798	1516	508	528	1045	849	682	844
AAEL010344	860	792	680	636	2231	1352	484	535	391	484	332	294
AAEL010345	383	321	751	1805	1086	1331	562	553	729	457	550	596
AAEL010346	41	21	42	39	94	88	40	24	21	22	42	66
AAEL010347	56	23	81	136	135	25	23	13	27	31	35	24
AAEL010348	1301	1624	1194	1230	3452	1975	1310	1422	1108	1325	796	1002
AAEL010349	61	67	246	437	375	436	209	227	316	180	264	318
AAEL010350	0	0	0	0	0	0	132	105	30	24	91	104
AAEL010351	0	0	0	0	0	0	0	2	0	0	0	0
AAEL010352	35	57	87	201	116	159	35	31	63	50	37	32
AAEL010353	1	5	1	2	0	0	0	0	0	1	0	0
AAEL010354	2	4	5	0	8	0	0	0	2	0	1	0
AAEL010355	91	107	336	943	389	488	162	225	342	195	176	329
AAEL010356	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010357	153	165	187	321	508	372	137	123	204	155	130	205
AAEL010358	15	20	34	9	83	3	30	27	20	25	19	28
AAEL010359	7074	5908	8733	11265	27181	17091	7548	7157	11469	12003	10341	10310
AAEL010360	46	117	79	94	136	137	345	405	394	257	590	881
AAEL010361	2675	2521	2442	3124	5783	4315	4212	4007	3064	2888	3771	3762
AAEL010362	79	74	161	257	310	283	198	169	197	202	245	238
AAEL010363	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010364	489	482	1230	3068	1501	1654	651	556	1132	591	608	761
AAEL010365	0	0	0	0	0	0	0	0	8	0	0	0
AAEL010366	423	359	2979	2891	6386	2743	245	411	4733	4435	1932	2170
AAEL010367	4	2	0	2	3	0	4	13	6	2	0	0
AAEL010368	375	369	677	1119	1433	1192	893	878	1224	896	1182	1346
AAEL010369	23	11	6	16	29	6	29	27	22	12	10	8
AAEL010370	45	55	275	377	458	289	129	118	378	315	264	238
AAEL010371	664	750	531	775	1276	955	1719	1704	1354	1200	1966	1960
AAEL010372	157	132	284	184	995	309	193	145	198	183	210	189
AAEL010373	542	516	969	1722	2119	1390	660	801	1230	1223	737	713
AAEL010374	262	197	485	661	879	591	408	430	436	311	287	434
AAEL010375	0	0	6	0	0	0	4	6	1	11	7	0
AAEL010376	19	17	67	256	125	133	42	102	125	40	75	55
AAEL010377	1	2	0	4	3	0	25	23	5	2	15	52
AAEL010378	445	519	1064	1980	1788	1245	162	149	688	576	298	554
AAEL010379	3046	3240	1445	1080	4324	2863	2685	2968	1704	1955	3049	3038
AAEL010380	3	0	3	3	3	0	0	0	0	2	0	0
AAEL010381	20	25	54	85	270	87	24	15	15	36	15	40
AAEL010382	6720	8988	14477	15219	40651	14149	820	507	2028	4627	1384	2516
AAEL010383	36	61	133	105	302	125	56	68	112	187	76	148
AAEL010384	1228	1572	2344	2188	6104	1786	724	577	383	1310	358	343
AAEL010385	8	6	7	6	13	6	62	77	12	10	15	17
AAEL010386	165	309	540	505	2040	683	56	17	118	197	94	164
AAEL010387	216	220	574	1213	961	849	475	453	1113	485	638	696
AAEL010388	108	114	181	396	317	249	231	214	343	227	210	247
AAEL010389	114	89	146	146	181	165	42	62	77	63	131	126
AAEL010390	3	0	0	0	2	0	0	0	0	0	5	0
AAEL010391	3	0	0	6	0	10	3	0	0	0	4	21
AAEL010392	395	536	299	205	579	485	579	267	269	178	324	495
AAEL010393	10	1	7	0	0	28	306	454	153	804	1082	731
AAEL010394	397	425	400	491	1296	525	326	322	596	241	361	374
AAEL010395	33	28	43	37	110	53	32	32	57	37	43	58
AAEL010396	116	51	243	20	59	1462	633	788	294	1773	2619	1335
AAEL010397	12	7	15	11	24	31	15	10	32	0	15	9
AAEL010398	339	364	16	13	68	49	1071	786	121	94	186	226
AAEL010399	603	504	711	819	1665	787	431	404	711	249	610	738
AAEL010400	665	557	740	627	2302	867	424	360	777	422	670	639
AAEL010401	172	153	636	1549	770	835	209	149	528	212	246	272
AAEL010402	755	918	3293	9135	3427	5934	1657	1727	4239	2153	2974	3783
AAEL010403	3951	3968	4383	5635	9700	6831	4988	4866	4641	4683	6126	6498
AAEL010404	1447	1635	1373	1741	2754	2352	1090	1090	1101	1069	1382	1318
AAEL010405	666	739	764	747	1918	1110	293	319	307	657	244	256
AAEL010406	11	7	3	8	19	0	6	3	1	7	10	14
AAEL010407	98	118	323	952	336	566	112	133	354	131	203	314
AAEL010408	82	116	164	115	464	146	80	99	166	210	162	194
AAEL010409	0	0	14	22	5	21	0	0	3	0	0	0
AAEL010410	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010411	3482	3720	3714	4323	7290	5637	2260	2177	2637	2404	4862	5295
AAEL010412	26	55	331	832	168	405	103	74	224	89	70	157
AAEL010413	0	5	5	32	6	20	0	0	8	5	4	5
AAEL010414	318	362	2964	8317	1803	3410	386	491	1677	437	448	699
AAEL010415	0	0	0	4	1	4	0	1	1	2	0	3
AAEL010416	633	845	694	836	2153	779	180	89	261	862	82	122
AAEL010417	54	107	95	60	195	97	162	213	99	111	425	375
AAEL010418	0	0	0	3	0	0	0	0	3	0	0	7
AAEL010419	280	303	356	761	610	673	373	323	393	277	423	439
AAEL010420	0	0	45	96	8	75	1	21	121	6	1	22
AAEL010421	0	0	11	4	1	0	0	0	0	0	0	0
AAEL010422	109	159	988	3614	336	1554	193	237	683	141	133	340
AAEL010423	111	112	147	295	322	329	246	178	204	226	147	214
AAEL010424	0	0	0	0	0	0	2	4	2	1	3	0
AAEL010425	3	13	14	5	17	36	26	17	10	17	2	20
AAEL010426	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010427	170	275	306	533	663	438	481	480	765	627	515	548
AAEL010428	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010430	1077	974	1297	1692	2553	2225	1151	949	1315	1079	1311	1719
AAEL010432	197	256	338	486	754	945	685	642	853	662	636	755
AAEL010433	184	191	3944	1172	855	712	127	119	367	210	182	222
AAEL010434	1486781	1381431	120	65	103	67	683119	461671	479	331	99	82
AAEL010435	1944	2127	6	7	48	5	335	182	0	20	2	0
AAEL010436	1	1	0	0	0	0	87	105	0	0	0	0
AAEL010437	599	477	1035	2346	905	1600	730	788	860	311	678	681
AAEL010438	0	0	6	14	4	0	0	6	1	3	0	0
AAEL010439	0	0	1	0	0	0	0	0	3	0	0	0
AAEL010440	102	99	179	369	294	280	350	393	402	318	310	384
AAEL010442	838	930	448	232	1046	1243	3452	4939	285	180	548	478
AAEL010443	82	89	86	143	197	125	34	38	58	42	51	32
AAEL010444	18	37	424	1169	236	450	25	42	297	38	56	82
AAEL010445	24	14	45	54	83	57	20	26	28	22	33	34
AAEL010446	5	8	118	271	34	202	5	3	75	3	7	15
AAEL010447	40	46	104	216	125	240	62	70	217	39	44	157
AAEL010448	53	64	63	34	97	64	40	40	46	59	82	73
AAEL010449	426	441	604	986	1372	775	361	394	802	879	634	1022
AAEL010450	669	940	837	1031	2066	1827	2017	2272	1702	1306	1196	1765
AAEL010451	95	94	237	429	299	221	161	179	240	170	168	94
AAEL010452	344	433	479	347	1271	891	718	623	1493	1128	1386	1339
AAEL010453	118	123	222	620	286	303	276	260	124	240	266	171
AAEL010454	13	0	7	6	2	10	0	0	0	3	0	0
AAEL010455	44	36	29	99	145	82	38	69	56	62	70	55
AAEL010456	544	672	681	884	1563	1836	2627	2750	2212	1861	2063	2571
AAEL010459	125	183	389	678	566	433	222	188	371	241	277	332
AAEL010461	228	208	512	596	1076	878	239	302	410	353	372	480
AAEL010462	42	33	100	62	212	70	26	29	38	38	33	40
AAEL010463	0	0	0	1	0	5	0	0	0	0	0	0
AAEL010464	8048	7455	4919	10379	9339	6914	15159	14217	10459	8816	5679	5510
AAEL010465	250	272	330	501	580	732	406	425	302	309	484	496
AAEL010466	1151	1287	1263	1059	3664	1544	753	692	1030	1395	1047	963
AAEL010467	6793	7478	9484	17645	21414	16461	11556	11858	13844	11861	14353	14865
AAEL010468	79	107	174	402	456	438	349	336	449	482	364	513
AAEL010469	31	32	84	306	91	101	9	20	84	41	26	49
AAEL010470	1321	1310	1823	2524	4103	2593	1830	1650	2330	2253	1836	2156
AAEL010471	16	25	46	25	144	31	10	9	8	20	11	18
AAEL010472	3	4	7	5	9	6	0	2	1	9	7	4
AAEL010473	175	157	348	1052	557	432	281	317	491	309	288	433
AAEL010474	275	270	507	822	966	764	463	414	748	579	544	597
AAEL010475	128	154	194	268	436	155	161	146	229	181	186	175
AAEL010476	155	277	133	192	89	253	273	210	241	93	196	139
AAEL010477	4	11	2	11	5	1	18	6	5	6	18	15
AAEL010478	580	982	964	1053	2679	1223	145	130	367	603	276	171
AAEL010479	18764	18583	14234	13751	43232	15656	3462	2338	4627	9651	3975	4424
AAEL010480	192	579	154	174	222	356	183	160	213	136	586	224
AAEL010481	914	1472	1429	2077	3660	2712	1045	1192	3203	2596	3506	2755
AAEL010482	62	145	276	526	244	351	133	121	262	112	140	155
AAEL010483	1714	1786	4814	5835	9222	5520	1057	1370	4112	3573	2852	3555
AAEL010484	1161	1437	1123	1715	1331	1340	832	677	977	650	775	492
AAEL010485	180	208	273	282	791	984	84	172	373	359	1775	2755
AAEL010486	93	180	262	498	131	419	165	233	581	254	432	312
AAEL010487	82	261	111	111	46	214	122	84	171	56	200	110
AAEL010488	321	399	857	1387	1612	1187	183	231	523	478	650	721
AAEL010489	0	7	103	364	58	127	2	27	72	15	7	46
AAEL010490	51	76	10	9	48	0	144	156	31	70	37	73
AAEL010491	623	686	1420	2931	2493	2132	1358	1404	1494	1072	1539	1790
AAEL010492	41	30	158	370	181	172	61	69	114	84	57	61
AAEL010494	89	86	172	428	325	292	162	202	268	188	206	211
AAEL010495	2	1	2	5	3	3	0	0	0	0	0	6
AAEL010496	865	981	946	1538	1478	1436	1678	1547	1067	1008	1316	1220
AAEL010498	121	136	272	877	479	498	237	174	370	282	196	286
AAEL010499	1	45	632	2207	233	815	0	29	308	4	0	82
AAEL010500	44	63	87	62	261	255	55	68	101	127	451	380
AAEL010501	362	462	832	1876	1522	1507	459	548	822	742	637	672
AAEL010502	1248	1181	3716	6912	5134	4037	1288	1365	2894	2148	1889	2290
AAEL010503	0	0	1	2	1	0	0	0	0	5	6	0
AAEL010504	31	2	19	11	11	9	60	72	98	44	59	117
AAEL010505	68	72	141	202	317	237	557	383	491	375	336	338
AAEL010506	941	1178	2010	3977	2953	2549	581	660	1298	655	613	1133
AAEL010507	4	3	3	28	16	10	0	1	3	0	14	0
AAEL010508	1113	1026	1718	1713	3119	2017	846	985	1747	2247	2212	1831
AAEL010509	3006	3456	2592	3316	5657	3529	4170	3755	3438	3135	2406	2882
AAEL010510	756	942	1217	1743	2381	876	576	633	1059	540	817	872
AAEL010511	143	131	88	94	284	73	53	49	47	89	58	92
