BmV18hpi_uninfected_b	BmV18hpi_uninfected_c	BmV4dpi_uninfected_b	BmV4dpi_uninfected_c	BmV8dpi_uninfected_b	BmV8dpi_uninfected_c	BmV18hpi_a	BmV18hpi_b	BmV4dpi_a	BmV4dpi_b	BmV8dpi_a	BmV8dpi_b
AAEL000424	2817	3048	2657	5635	5846	4442	3268	2717	3121	2838	2250	2321
AAEL000425	119	99	165	578	254	249	148	128	336	160	225	274
AAEL000426	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000427	6384	6744	3833	5931	13959	5913	11175	8283	4495	3914	3440	4223
AAEL000428	508	627	455	303	1305	1348	1679	1618	742	1532	4166	2839
AAEL000429	86	92	315	737	397	368	122	109	303	161	131	266
AAEL000431	6694	8639	8616	8453	17334	16699	16472	16090	25458	18996	10150	11744
AAEL000432	0	1	0	2	0	0	0	0	0	0	0	0
AAEL000433	141	166	471	1197	451	514	50	67	231	72	65	104
AAEL000434	557	729	755	1094	1314	1101	958	880	1112	834	854	941
AAEL000435	131	176	393	599	556	520	458	413	680	586	449	603
AAEL000436	222	209	1066	1718	2236	1562	471	509	1048	677	627	741
AAEL000437	9	18	27	101	26	31	13	5	23	17	18	7
AAEL000438	1239	1529	1138	1482	3724	1600	719	644	1231	1104	668	608
AAEL000439	84	89	242	539	357	266	73	90	315	136	149	114
AAEL000440	608	529	978	2287	1274	1281	394	429	706	562	539	524
AAEL000441	1	0	1	3	0	0	0	0	0	3	0	0
AAEL000442	0	421	9274	27294	1469	10840	8	354	5037	2	4	1139
AAEL000443	0	0	6	9	1	0	0	0	0	0	0	1
AAEL000444	7710	7161	3343	5596	7354	4251	8702	7083	3160	2579	3748	3435
AAEL000445	972	1057	914	826	2576	1117	3771	4158	4778	2769	3555	3854
AAEL000447	11	6	4	7	14	7	3	4	7	27	10	0
AAEL000448	1587	1642	2047	3380	3867	3376	2691	2928	3366	2811	3754	3968
AAEL000449	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000450	1743	1772	2028	3042	3706	3083	2635	2444	2696	2402	4643	4588
AAEL000451	2182	2218	860	1269	2150	1534	3915	3011	1471	1133	1297	1480
AAEL000452	483	523	928	1627	2106	1506	546	591	965	759	856	1056
AAEL000453	0	0	0	0	1	0	4	0	1	0	0	0
AAEL000454	11887	18085	12097	19056	23904	32542	19491	21093	24461	20734	10006	12340
AAEL000455	191	180	253	163	665	285	297	325	381	358	274	451
AAEL000456	109	115	205	320	359	465	246	223	393	306	172	295
AAEL000457	8	17	14	14	31	44	125	190	363	109	144	404
AAEL000458	1778	1685	1749	1681	5109	3384	9663	9283	12391	11500	5261	7588
AAEL000459	1597	1529	2398	4980	2881	3813	1353	1202	2889	1512	2104	2084
AAEL000460	803	940	1108	1625	2206	1833	1340	1423	1393	1110	1134	1182
AAEL000461	624	596	1674	2954	3637	2236	589	747	1857	1437	1100	1303
AAEL000462	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000463	0	1	4	54	12	82	1	6	4	14	0	15
AAEL000464	216	147	149	155	352	125	74	93	136	83	129	111
AAEL000465	69	87	109	268	251	298	146	148	220	158	156	166
AAEL000466	15	17	9	22	40	20	16	16	11	20	5	16
AAEL000467	427	466	389	402	785	869	1258	1338	779	663	687	836
AAEL000468	576	612	1058	1232	2435	1820	1101	1093	1587	1435	1290	1441
AAEL000469	3621	3887	6746	11133	9817	8013	4151	4303	7220	4807	4205	5288
AAEL000470	12	16	39	58	50	27	57	33	73	12	36	62
AAEL000471	1268	801	731	476	1557	1096	2901	2414	1066	783	2149	1201
AAEL000472	314	390	431	610	823	745	680	683	1372	894	795	1051
AAEL000473	1	2	3	7	4	0	0	4	0	1	1	0
AAEL000474	122	111	268	110	494	122	108	124	224	199	161	166
AAEL000475	185	197	274	575	686	535	361	339	401	338	324	397
AAEL000476	42	30	147	359	213	347	52	51	143	98	83	113
AAEL000477	85	94	246	509	253	437	144	151	164	125	200	175
AAEL000478	186	174	283	468	668	797	375	374	632	441	397	588
AAEL000480	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000482	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000483	388	300	693	1313	1125	980	474	528	667	484	603	633
AAEL000484	0	0	1	4	0	10	3	0	6	1	2	8
AAEL000485	5250	5901	4152	5396	9361	6032	5413	5972	7219	6463	5911	6399
AAEL000486	2743	3472	5444	8163	14633	10000	4366	4299	5860	5885	6613	7693
AAEL000487	233	159	253	544	519	495	280	230	375	308	326	362
AAEL000488	206	223	636	1026	891	842	206	281	514	385	780	905
AAEL000489	125	153	127	93	352	124	135	120	129	215	196	204
AAEL000490	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000491	151	167	209	426	317	180	183	158	195	122	153	175
AAEL000492	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000493	220	253	195	503	388	385	205	226	203	147	148	179
AAEL000494	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000495	3	0	1	17	8	10	3	4	7	0	2	4
AAEL000496	0	10	89	72	16	29	0	5	109	33	95	96
AAEL000497	0	0	0	0	1	0	0	0	0	0	0	0
AAEL000498	15	11	42	25	54	27	0	2	14	5	14	12
AAEL000499	2	16	352	1203	105	705	6	13	240	7	11	72
AAEL000500	459	2	0	2	3	0	2	155	14	1925	0	2
AAEL000501	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000502	71	72	143	381	317	347	127	151	275	183	238	330
AAEL000503	103	121	80	212	195	109	200	255	126	119	85	165
AAEL000504	81	62	126	91	321	102	60	61	149	86	88	43
AAEL000505	537	428	461	349	1282	391	1177	871	289	480	657	624
AAEL000506	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000507	2	0	11	25	1	17	1	0	33	0	24	33
AAEL000508	22	47	109	87	326	297	81	44	175	203	401	407
AAEL000509	132	130	597	1854	500	661	194	196	499	213	152	313
AAEL000510	1913	1890	2248	2936	5221	2817	2068	2282	2848	2480	1925	2462
AAEL000511	185	226	465	1082	830	678	76	84	192	131	131	239
AAEL000512	2	3	13	25	34	27	2	4	13	6	7	20
AAEL000513	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000514	0	0	0	0	2	0	0	4	0	0	0	0
AAEL000515	264	245	280	278	746	495	213	232	424	507	626	717
AAEL000516	2097	2578	2786	3098	9538	4417	899	1005	2358	2828	2245	3381
AAEL000517	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000518	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000519	6	8	7	10	20	4	9	21	12	10	8	4
AAEL000520	358	357	389	347	1120	636	624	502	464	433	1449	1138
AAEL000521	1	0	2	15	0	10	0	4	53	2	0	0
AAEL000522	59	70	60	69	239	179	64	36	79	78	67	141
AAEL000523	564	497	744	638	2087	807	420	505	849	881	814	969
AAEL000525	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000526	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000527	40	33	181	532	153	344	69	61	160	67	65	72
AAEL000528	4	9	4	7	25	0	3	4	9	2	3	3
AAEL000529	6546	5403	4139	4890	19715	9325	21614	18078	21708	23743	20774	24060
AAEL000530	74	98	177	188	453	546	174	175	370	257	1233	1606
AAEL000532	17	22	33	10	113	37	16	18	10	5	19	2
AAEL000533	5504	5156	5715	8823	14358	9457	6203	6190	7532	7925	3791	6836
AAEL000534	0	0	0	2	1	0	0	0	0	2	0	0
AAEL000535	0	7	3	5	20	0	0	0	0	1	0	0
AAEL000536	72	88	166	262	336	176	57	61	95	150	93	158
AAEL000537	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000538	16	12	17	13	44	1	1	0	11	5	0	8
AAEL000539	43	51	88	161	148	107	60	69	106	101	122	85
AAEL000540	540	623	660	1206	1475	1453	600	594	750	641	631	1123
AAEL000541	1768	1986	3158	3948	7858	4053	1081	1216	2793	2902	2168	2207
AAEL000542	0	3	0	0	0	0	0	0	0	0	0	0
AAEL000543	234	113	85	153	291	322	346	266	361	430	1023	904
AAEL000544	4	2	3	1	5	1	2	12	12	353	26	4
AAEL000545	274	256	696	444	1883	627	553	547	1082	684	1056	834
AAEL000546	40	62	211	126	569	256	13	47	378	318	361	382
AAEL000547	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000549	1554	1766	1139	1381	3566	1808	359	240	415	1167	230	429
AAEL000550	88	131	347	1174	481	722	84	118	423	280	381	444
AAEL000551	4539	9729	4222	1965	11357	10364	24996	25803	6341	3396	67442	38386
AAEL000552	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000554	2	4	1	1	1	0	4	3	3	2	1	3
AAEL000555	0	0	0	4	1	4	1	11	11	10	14	4
AAEL000556	6739	3837	3265	7247	9482	7621	9481	8082	7280	7567	2458	7534
AAEL000557	21	30	15	49	35	57	30	13	24	28	14	23
AAEL000558	312	488	827	1679	1334	1066	244	292	695	341	354	449
AAEL000559	2865	3211	1028	1056	2712	1631	3975	2604	1643	1269	1663	1844
AAEL000560	2	2	4	8	15	10	0	0	0	0	0	4
AAEL000561	57	88	155	203	263	273	251	216	383	230	283	308
AAEL000562	493	557	688	956	1317	1302	784	786	1148	866	979	1013
AAEL000563	42	44	20	70	76	110	96	97	35	102	121	171
AAEL000564	4092	4088	3479	6109	6468	4274	1871	1544	4245	2407	2506	2640
AAEL000565	407	538	1702	3575	2013	1769	222	230	1075	574	445	565
AAEL000566	431	374	85	120	438	173	688	605	49	84	339	525
AAEL000567	7484	8717	11138	10686	39366	18007	10578	8862	21792	18823	23331	26614
AAEL000568	200	278	235	360	606	430	574	454	533	426	592	741
AAEL000569	402	381	660	1377	1107	838	499	548	683	483	452	721
AAEL000571	107	140	175	167	304	134	143	168	179	161	155	258
AAEL000572	2056	1949	1496	2283	3308	2216	1395	1253	1155	997	1078	1424
AAEL000573	12	11	8	9	13	5	5	8	9	6	3	2
AAEL000574	2255	2056	1673	2907	3640	2634	4351	3980	2389	1945	3372	3168
AAEL000575	2180	1774	962	1383	2958	1152	1879	1691	1877	1365	1414	2149
AAEL000576	30	31	51	43	114	35	14	10	28	36	36	26
AAEL000577	196	209	419	573	907	515	212	244	380	334	363	465
AAEL000578	9	11	34	23	36	77	8	2	34	84	7	8
AAEL000579	106	119	268	307	455	282	187	226	311	180	186	287
AAEL000580	4	2	5	5	37	14	2	2	16	11	7	6
AAEL000581	951	840	683	815	2077	975	422	391	833	695	879	716
AAEL000582	2	3	0	2	2	0	3	0	0	2	0	6
AAEL000583	193	191	332	532	612	412	269	263	350	294	339	399
AAEL000584	3	18	678	2687	137	1157	2	10	405	2	0	73
AAEL000585	0	0	0	0	0	0	0	0	0	6	0	0
AAEL000586	9	14	77	164	76	150	4	4	65	23	25	9
AAEL000587	117	176	201	482	359	310	49	58	172	65	136	138
AAEL000589	812	895	1872	3972	2485	2304	489	506	1368	1036	664	1021
AAEL000590	1556	2019	1088	2314	2204	1216	1342	1091	809	562	407	678
AAEL000591	276	367	1555	3550	1547	1820	153	185	908	363	327	404
AAEL000592	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000593	173	252	195	388	278	411	593	646	791	736	334	448
AAEL000594	132	156	469	502	910	834	209	242	845	514	547	588
AAEL000595	62	66	96	87	255	74	71	80	104	95	125	116
AAEL000596	11	51	140	177	115	195	274	536	819	301	252	750
AAEL000597	1440	1467	1903	1735	4866	2161	1208	1277	2118	1823	1691	2140
AAEL000599	82	110	98	104	286	108	47	42	50	45	38	64
AAEL000600	20	24	31	16	63	27	6	19	19	20	4	18
AAEL000601	0	0	0	0	0	0	0	0	0	1	0	0
AAEL000602	165	193	366	674	531	543	219	244	455	315	217	377
AAEL000603	0	0	1	8	0	0	0	0	0	0	0	0
AAEL000604	189	236	4005	14539	1300	5576	74	167	2879	59	70	777
AAEL000605	174	215	235	479	438	452	308	310	262	282	408	497
AAEL000606	7	8	0	1	8	7	0	2	0	0	8	2
AAEL000607	2	9	2	7	34	35	5	15	5	21	19	17
AAEL000609	20	8	48	37	143	53	1	19	32	40	18	16
AAEL000611	117	6	1321	16	420	13008	1855	363	3662	10660	7746	2717
AAEL000612	21	26	30	36	75	53	10	21	79	118	25	38
AAEL000613	0	1	0	0	0	0	0	0	0	0	0	3
AAEL000614	0	0	0	1	4	0	0	0	0	1	0	0
AAEL000615	175	428	288	653	1194	967	649	558	639	786	1414	958
AAEL000616	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000617	1	7	6	13	47	20	19	11	17	25	3	13
AAEL000618	61	90	67	51	171	70	28	17	8	39	15	0
AAEL000619	0	0	0	0	0	0	0	0	1	0	0	0
AAEL000621	201	16	830	28	523	7012	1925	458	1485	7109	4170	1846
AAEL000622	2297	2264	4112	6204	7828	5883	2188	2459	4038	3211	3099	3506
AAEL000623	0	0	0	3	0	14	0	0	0	0	5	0
AAEL000626	3	0	2	5	10	7	18	19	10	9	13	15
AAEL000627	2	2	8	0	3	2412	115	24	20	1474	129	66
AAEL000628	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000629	104	149	376	652	1022	645	253	242	805	806	1477	1104
AAEL000630	5	2	14	21	46	13	4	16	63	12	28	22
AAEL000631	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000632	11	16	10	24	36	22	11	3	7	10	0	14
AAEL000633	1	1	0	0	8	6	4	1	1	3	0	0
AAEL000634	382	483	645	965	1030	895	245	357	370	288	628	685
AAEL000635	784	811	1029	1534	2779	2315	1370	1340	2047	1723	1412	1648
AAEL000636	55	112	71	92	176	186	161	284	306	196	1196	1501
AAEL000637	0	2	0	2	12	0	1	9	0	10	0	0
AAEL000638	778	1068	703	595	1527	1330	784	859	1148	928	790	952
AAEL000639	421	518	382	484	1137	507	97	83	196	533	178	213
AAEL000640	1498	1597	929	488	2933	1028	2619	2167	1417	1188	2413	1513
AAEL000641	149040	130853	16040	23533	50049	29577	189298	158461	19441	22653	36059	34143
AAEL000642	309	431	366	246	762	384	141	139	577	509	256	437
AAEL000643	440	477	576	695	1357	740	543	623	406	542	387	443
AAEL000644	128	101	237	201	611	216	231	274	414	340	326	530
AAEL000645	99	123	250	473	659	704	102	120	409	297	403	586
AAEL000646	0	1	0	3	4	0	0	0	0	1	0	0
AAEL000647	31369	41551	25710	23397	81618	31629	8492	6575	11069	22280	6128	8941
AAEL000648	6	16	1	43	21	18	10	7	18	26	9	41
AAEL000649	678	629	720	659	1918	836	617	543	658	610	792	972
AAEL000650	1371	1722	622	561	2194	2066	1677	1485	1756	1245	3598	3076
AAEL000651	4948	5870	1944	2131	5890	2477	865	502	496	873	87	401
AAEL000652	21	23	17	17	48	11	6	8	30	17	19	26
AAEL000653	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000654	902	833	974	1282	2428	1082	1104	1075	1147	2346	1194	1376
AAEL000655	112	102	196	183	429	222	244	248	484	440	348	405
AAEL000656	105	108	134	152	399	170	102	73	143	171	135	142
AAEL000657	1197	1108	1296	1821	3418	2323	2161	2054	3868	3183	3360	3747
AAEL000658	33	32	12	6	60	17	26	23	25	14	6	9
AAEL000659	29	54	154	272	227	247	202	154	130	120	157	150
AAEL000660	96	110	47	104	262	123	290	252	237	203	216	198
AAEL000661	11	35	418	1148	86	330	18	26	322	17	29	97
AAEL000662	11	10	14	1	23	13	21	12	6	6	17	34
AAEL000663	1170	1637	712	1000	2348	1821	1402	1451	1389	1043	1311	1458
AAEL000664	4	5	18	24	7	29	6	3	17	3	4	0
AAEL000665	1	4	0	2	17	5	0	3	4	2	1	6
AAEL000666	348	386	376	475	1124	797	414	386	374	416	323	492
AAEL000667	35097	56111	49256	48122	169405	55393	10858	7715	15627	27418	7379	9553
AAEL000668	276	376	256	265	801	755	957	1097	748	650	2831	2961
AAEL000669	15	44	22	26	35	42	156	189	385	186	185	563
AAEL000670	1858	2319	788	1717	2137	1751	4612	3308	1692	1508	1301	1852
AAEL000671	86	59	175	89	396	123	37	44	92	60	50	94
AAEL000672	340	473	4174	12784	1943	6064	498	731	3413	846	841	1348
AAEL000673	248	248	539	1383	946	906	382	375	612	407	396	585
AAEL000674	103	147	534	1325	756	873	304	439	483	327	441	541
AAEL000675	0	0	0	0	0	0	0	0	9	1	0	5
AAEL000676	96	100	229	459	337	338	152	150	229	147	161	218
AAEL000677	100	85	254	380	301	385	392	327	294	270	309	300
AAEL000678	308	420	179	185	315	146	2	0	4	6	1	20
AAEL000679	1131	1506	1463	1593	5460	4063	2670	2434	3184	3163	3026	3605
AAEL000680	0	0	0	0	1	0	0	0	0	0	0	0
AAEL000681	0	0	0	0	2	0	0	0	0	0	0	0
AAEL000682	1112	1370	3809	8581	4696	4894	1356	1452	3177	2030	1913	2281
AAEL000683	3	7	4	9	22	19	1	2	32	2	4	7
AAEL000684	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000685	86	60	355	771	440	339	115	146	260	143	169	302
AAEL000686	1	0	0	0	0	0	0	0	0	0	0	0
AAEL000687	738	904	502	647	1731	630	422	326	265	456	244	282
AAEL000688	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000689	57	73	93	67	298	117	175	111	99	118	117	106
AAEL000690	55	45	50	58	192	98	66	69	109	105	76	102
AAEL000691	68	159	913	2237	578	1124	25	51	468	83	27	89
AAEL000692	97	89	205	399	118	444	258	178	250	63	145	145
AAEL000693	1402	1522	2623	3992	5266	2842	1128	1192	1973	1724	1471	1578
AAEL000694	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000695	93	146	1613	4949	714	2289	49	94	928	136	65	179
AAEL000696	337	371	504	456	1293	591	187	212	293	265	271	345
AAEL000697	49	80	220	425	214	433	51	71	155	17	41	130
AAEL000698	0	8	330	1129	40	535	0	12	236	0	0	65
AAEL000699	50	67	274	638	341	429	113	136	326	200	196	231
AAEL000700	48	26	31	46	97	51	19	23	39	21	15	27
AAEL000701	483	572	712	1046	1753	1669	1135	1195	1190	931	892	1006
AAEL000703	12716	17504	11193	23012	21358	16600	21664	20535	21543	14476	8917	8978
AAEL000704	3517	2903	4675	3090	11440	4287	3078	3315	5220	4813	4029	5185
AAEL000705	39	49	58	71	314	189	51	51	48	46	118	45
AAEL000706	1987	3284	2813	4572	5788	4127	1390	1302	2910	2225	3571	4360
AAEL000707	318	389	941	2015	1867	1418	654	599	975	647	971	1030
AAEL000708	113	109	295	488	518	473	335	478	440	328	484	542
AAEL000709	3790	5135	5889	8123	9772	9413	2560	2627	4720	4587	5466	5490
AAEL000710	0	0	2	0	6	6	0	0	1	0	0	0
AAEL000711	1250	3086	1157	1559	2352	3061	2420	2432	1729	1276	1140	1354
AAEL000712	229	304	346	265	910	386	103	150	235	223	257	222
AAEL000713	27413	28420	12959	13096	28194	16636	44793	41271	16664	15697	12273	15296
AAEL000714	2151	1973	2330	2244	6478	2370	2581	2928	3483	2801	2057	3306
AAEL000715	147	131	324	163	917	470	137	191	376	375	197	341
AAEL000716	1276	1226	785	1077	1998	1215	1142	930	1064	867	787	703
AAEL000717	2	3	0	3	4	7	0	3	0	3	0	0
AAEL000719	5731	8093	3859	4225	8741	5104	4518	4105	3016	2793	2224	3186
AAEL000720	52	66	165	266	306	399	101	96	153	144	109	130
AAEL000721	15	8	5	12	28	16	10	21	13	24	18	21
AAEL000722	43	99	63	82	100	98	270	203	171	177	132	107
AAEL000723	15	35	41	91	81	105	12	16	56	34	9	46
AAEL000724	179	186	350	516	694	508	287	244	464	472	286	416
AAEL000725	1	0	3	0	0	0	0	0	0	0	0	0
AAEL000726	8156	5914	7396	12609	30096	9742	9745	11860	14165	12695	6856	9537
AAEL000727	34	43	128	296	178	150	39	74	157	67	69	85
AAEL000729	318	337	302	266	790	404	175	179	178	229	194	231
AAEL000730	791	908	2099	4501	2355	3065	1272	1457	1964	1178	1131	1579
AAEL000731	482	434	438	400	989	558	321	356	355	366	324	416
AAEL000732	10385	8238	12685	10845	43140	12654	11971	13334	17715	15166	10418	10299
AAEL000733	19	32	367	326	844	445	84	98	347	437	318	350
AAEL000734	0	3	1	21	5	2	0	0	1	7	0	1
AAEL000735	855	660	1907	1629	6772	3791	681	624	595	618	806	1095
AAEL000737	921	827	1802	3403	2549	1862	500	707	918	588	591	764
AAEL000738	805	855	935	1333	1800	1321	947	726	962	844	851	846
AAEL000739	0	61	1678	5400	363	2270	2	53	1652	0	0	279
AAEL000740	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000741	1019	730	193	290	561	280	496	487	181	229	120	168
AAEL000744	1345	1507	30217	19066	94267	53040	1471	1233	20538	29763	65008	65616
AAEL000745	686	509	111	83	233	110	258	195	82	79	74	62
AAEL000746	4414	5693	1548	3702	2328	2120	7193	6084	1476	921	1039	1150
AAEL000747	269	384	1144	3165	1183	1437	44	97	553	155	100	198
AAEL000748	2834	2061	4496	4197	11137	3353	4376	5011	5566	5546	2285	3067
AAEL000749	1978	2014	2774	3220	5273	3341	4090	4084	4239	4887	2034	3539
AAEL000750	335	338	855	1891	1320	1486	548	479	779	538	693	708
AAEL000751	0	2	0	0	3	8	0	0	0	0	0	0
AAEL000752	1408	1397	1528	2273	3582	2328	1200	1365	1708	1493	1744	2010
AAEL000753	175	243	357	494	512	411	320	359	382	275	218	278
AAEL000754	0	0	3	1	5	0	0	0	0	1	0	0
AAEL000755	31	36	69	174	93	151	95	91	129	78	73	136
AAEL000756	0	0	0	6	2	1	0	0	3	0	0	0
AAEL000757	9198	10729	7553	7958	25644	8873	2820	2183	2169	3341	4277	3820
AAEL000758	6148	7083	12339	24431	24986	19950	5830	6578	11000	9810	12177	13752
AAEL000759	1580	1934	1639	1990	3232	2058	2623	2651	1845	1998	6211	7742
AAEL000760	256	185	138	120	518	321	563	339	358	380	773	431
AAEL000762	64	24	133	114	265	279	72	108	98	133	235	192
AAEL000763	199	189	584	1044	615	653	172	201	510	308	331	448
AAEL000764	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000765	39	54	61	48	127	40	22	4	36	47	8	6
AAEL000766	8525	9935	6666	4880	10236	9186	38091	38278	37042	31843	10557	13117
AAEL000767	2005	1831	2440	3328	4722	3071	1334	1429	2038	1579	2057	2461
AAEL000769	0	5	0	374	22	11	0	2	8	0	0	10
AAEL000770	5074	5044	6892	7375	16304	8383	4836	5348	7592	7155	6630	7569
AAEL000771	2	5	4	3	10	0	5	0	0	0	0	0
AAEL000773	3	13	32	44	27	19	3	2	28	7	22	50
AAEL000774	2418	3038	892	845	2930	1184	2060	2117	975	886	1136	1431
AAEL000775	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000776	0	108	3981	13741	572	5443	5	216	3015	0	0	836
AAEL000777	2	0	0	0	0	0	0	0	0	0	0	0
AAEL000778	314	218	322	325	952	290	36	23	20	59	4	37
AAEL000779	0	0	0	0	1	0	0	0	0	0	0	0
AAEL000780	123	101	168	133	437	128	105	125	152	153	154	216
AAEL000781	2	2	15	48	16	10	9	0	8	4	0	8
AAEL000782	84	114	502	880	529	685	216	236	359	230	191	262
AAEL000783	23	47	81	81	231	121	55	51	144	113	83	143
AAEL000785	139	155	256	392	575	512	341	370	583	424	455	690
AAEL000786	4134	3832	862	800	3266	1898	7694	6761	2174	1988	5289	4664
AAEL000787	71	63	249	422	216	248	96	110	231	137	136	173
AAEL000788	87	63	110	100	216	86	55	65	91	87	98	116
AAEL000789	39	56	94	167	186	78	177	144	226	179	278	235
AAEL000790	14	6	43	34	24	12	5	2	18	8	3	8
AAEL000791	1430	1676	927	1135	2232	2333	3291	3482	2163	2166	1533	1566
AAEL000792	3	3	1	1	5	0	4	4	0	7	6	0
AAEL000793	22364	20520	31609	29973	101148	41525	25263	23491	37676	30093	21730	25391
AAEL000794	3776	4937	4256	6710	9671	5795	5352	6312	4313	3603	3281	3302
AAEL000795	6562	8243	12570	25468	26857	19971	12058	13389	23017	19056	13287	16985
AAEL000796	0	0	1	0	0	0	0	0	0	0	0	0
AAEL000797	106	44	46	37	115	71	291	262	83	28	27	25
AAEL000798	855	994	1668	2838	2656	2408	818	705	1273	1065	989	980
AAEL000799	0	0	0	2	1	0	0	2	0	0	3	7
AAEL000800	80	110	646	2028	465	1433	28	55	434	426	49	205
AAEL000801	0	0	3	0	0	0	0	0	0	0	0	0
AAEL000802	1070	910	975	1869	2034	1307	1319	1384	1090	1014	1330	1593
AAEL000803	55	55	46	41	119	53	23	26	40	29	51	38
AAEL000804	1182	2019	2673	4446	5749	4850	955	1074	1294	1119	1098	2798
AAEL000805	153	143	459	1453	269	827	101	126	374	125	181	192
AAEL000806	6	9	35	44	29	40	10	28	16	13	22	40
AAEL000807	4217	3812	1246	1919	3617	2320	8204	6902	2656	3061	4121	3613
AAEL000808	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000809	196	233	144	115	462	130	195	139	132	104	210	191
AAEL000810	170	232	528	796	714	523	66	52	207	100	109	180
AAEL000811	242	401	264	162	606	285	30	15	111	209	292	201
AAEL000812	841	1129	847	1548	2172	1532	920	813	1178	963	790	1154
AAEL000813	19	24	25	18	61	59	2	4	5	1	1	0
AAEL000815	1120	1272	2137	3993	3268	2873	1388	1562	1839	1271	1633	1742
AAEL000816	157	203	384	422	847	500	295	292	511	416	440	340
AAEL000817	192	748	414	900	1601	782	1320	888	907	785	890	732
AAEL000818	19	15	8	7	7	0	12	3	0	4	5	8
AAEL000819	272	245	458	1043	504	661	238	224	322	163	208	221
AAEL000820	196	151	119	170	512	357	69	66	8	27	10	17
AAEL000821	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000822	390	385	585	993	1154	733	284	332	584	340	441	560
AAEL000823	58567	63438	41781	51090	154582	90881	57412	50868	58775	63342	58439	67937
AAEL000824	3087	3441	2063	3832	4301	2581	2997	2557	1715	1306	1450	1612
AAEL000825	782	805	978	1942	2034	1709	1378	1375	1513	1578	1557	2047
AAEL000826	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000827	0	0	1	0	0	0	0	0	0	0	0	0
AAEL000828	8	3	2	18	32	12	21	5	14	4	39	8
AAEL000829	256	309	376	463	1536	761	242	274	840	719	485	620
AAEL000831	1	0	0	0	0	0	0	0	0	4	0	0
AAEL000832	624	464	1139	2247	1987	1864	520	595	877	704	943	1008
AAEL000833	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000834	5539	5520	1793	725	2972	2909	8020	6940	4327	2997	5826	5188
AAEL000835	0	0	1	0	0	0	0	0	0	0	0	0
AAEL000836	84	74	205	284	442	283	139	119	213	190	184	192
AAEL000837	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000838	605	639	939	999	4405	1822	322	374	1137	1233	1152	852
AAEL000839	258	229	430	1057	353	663	285	258	383	169	232	460
AAEL000840	793	849	1033	1222	2402	1578	718	554	792	817	1029	1097
AAEL000841	71	74	143	260	186	163	76	59	144	111	115	63
AAEL000842	1	0	1	2	7	0	0	0	0	126	5	0
AAEL000843	0	0	0	0	0	0	0	0	0	0	0	0
AAEL000844	148	170	441	511	1230	920	231	219	505	392	403	606
AAEL000845	570	466	551	576	1479	753	228	193	325	1478	535	407
AAEL000846	0	0	1	0	0	0	1	5	0	0	6	0
AAEL000847	729	824	513	753	1678	1435	794	821	826	769	675	982
AAEL000848	124	154	319	602	466	468	330	340	472	289	235	367
AAEL000849	8	4	5	7	5	5	0	2	1	2	0	2
AAEL000850	343	335	306	217	989	469	260	189	365	454	450	373
AAEL000851	465	539	522	1049	1354	1066	217	179	363	524	323	380
AAEL000852	182	149	165	222	456	449	682	557	577	525	413	430
AAEL000853	54	58	98	352	183	219	214	187	179	111	164	180
AAEL000854	750	720	419	569	1303	777	980	705	567	536	746	739
AAEL000855	68	38	63	51	187	78	35	48	35	49	53	70
AAEL000856	1326	1211	1752	3119	3894	2360	1200	1217	1910	1441	1348	1648
AAEL000857	645	701	1875	5346	2076	2763	663	641	1688	802	689	967
AAEL000858	462	466	1210	1314	1277	1192	470	535	673	480	542	601
