agss_BmV18hpi_a	agss_BmV18hpi_b	agss_BmV4dpi_a	agss_BmV4dpi_b	agss_BmV8dpi_a	agss_BmV8dpi_b	polyAd_Bm1dpi_a	polyAd_Bm1dpi_b	polyAd_Bm2dpi_a	polyAd_Bm2dpi_b	polyAd_Bm3dpi_a	polyAd_Bm3dpi_b	polyAd_Bm4dpi_a	polyAd_Bm4dpi_b	polyAd_Bm8dpi_a	polyAd_Bm8dpi_b	polyAd_Bm20dpiM_a	polyAd_Bm20dpiM_b	agss_Bm24dpiF_a	polyAd_Bm24dpiF_a	polyAd_Bm24dpiF_b	polyAd_BmAM_a	polyAd_BmAM_b	polyAd_BmAF_a	agss_BmAF_b	polyAd_BmAF_b	agss_BmAF_c	polyAd_BmAF_c	polyAd_BmAF_d	polyAd_BmEm_a	polyAd_BmEm_b	polyAd_BmIMF_a	polyAd_BmIMF_b	polyAd_BmMMF_a	polyAd_BmMMF_b	invert	module
gene335	0	0	0	0	0	0	2215.35359802194	3055.8970352365	2493.21072419198	1313.3007944369	802.449400198032	1029.26136139721	1238.80797556377	738.021268153222	1245.90912861735	1054.29196172152	1057.02205053094	1048.33254654593	0.0200200719130564	1075.13227301187	822.364735940112	1338.5618436233	1222.68813616303	1047.92107768183	0.0964646330209464	429.199625963464	0.323214985687956	601.291952439831	1055.94939665071	869.964489231953	834.37210874038	2396.04449907762	1352.40998727785	1664.0908200724	2416.33751483662	TRUE	black
gene497	1487.71406720628	1392.70199759611	1585.949350284	255.926016710188	2351.96151779879	3039.47036292254	5217.59370792089	4773.75093543877	4260.05269496688	4847.97331380592	5083.96614658099	4937.68918695475	5587.37510267596	4419.09446110251	5277.88586256274	5162.10586596869	4699.69209034579	4164.64863657232	3695.41483184214	4432.41377083641	4971.30932676195	3998.27678948721	3829.20902554914	3381.14517024594	2745.9159789676	2996.30925281995	3555.77436118855	4058.73641392069	3584.58396145938	1216.15023482423	1651.33905499024	5472.20058922358	4845.61962257421	3280.47363611365	5476.85617352837	TRUE	black
gene581	771.081982574091	319.835274621647	284.13104836359	172.301463706062	491.869426117349	276.319904911947	976.763101511825	937.457316775682	1002.97309979829	699.885940775158	782.559373144165	917.125495339612	597.433482970779	717.171845354511	653.185800783462	670.205255631029	614.187911423449	837.813730223858	519.200961711944	584.340731095182	536.715224160266	517.196644125699	356.246879057032	720.512836060875	442.162282498528	628.011091959714	556.642903344402	1210.24035376916	977.563063835885	435.919418755707	627.341142963979	752.900909421826	606.078039522035	953.852271656621	540.73555985215	TRUE	black
gene1016	1427.52187922508	623.031157433296	957.698174730062	998.427698805981	858.18800746313	732.991642125945	461.183576809125	355.2213047407	398.283039404605	613.103818937493	633.356950267648	520.528481475556	647.217265319747	680.337127055125	595.035297117205	548.680505900311	1007.62030093477	1055.07613911942	808.890400918164	847.38396046661	887.509092167486	1271.73699360755	789.739328167921	1806.98624662137	777.026659194551	1433.92877376704	657.465833373207	971.908428068937	1704.73421717677	1041.79323599023	543.115063260195	1077.53964493488	957.832164430725	1727.95637587844	1065.04013913375	FALSE	pink
gene1035	6277.92650063512	141.495641754794	3224.02970844157	3682.506972756	2160.66440646191	1880.9187115023	2967.0683806992	1931.99322949114	4368.13866729474	2897.94193326947	2454.85003437275	2544.47729297047	2590.17835910608	2526.15199211096	3290.17880824234	3196.37080544532	6085.17930601046	4681.65842256268	4225.70431933215	4610.17780515952	3983.41537290813	6777.09730751897	4431.92611175401	8589.67023487486	5552.49361719253	7808.43895693732	6539.66498295897	7382.94525028057	9039.58943441144	2707.8412029085	1577.07447944985	5813.21745278644	5545.88636883308	5326.78394886379	4784.38964946288	FALSE	pink
gene311	16677.6967128496	13635.104073321	7039.81679523378	6253.76096024464	7327.58801078552	7940.83249550679	2061.14150768633	3243.59227367314	2145.42209607273	2475.57060234422	2742.88119485944	3150.48574976245	4157.72080424284	4111.73244127582	3920.04565109301	4395.30009124928	10568.0649557295	8675.58028958282	16564.2007921109	11157.7386797241	8435.10438202974	26178.6293177712	19008.6611247423	22425.7375285109	19766.9723693454	17768.372823093	13901.8684327854	10738.2018611447	20546.1619663252	10891.913936318	13549.6417680512	10027.8645110212	10583.3175377845	14058.9659556515	10169.1527383214	FALSE	pink
gene351	338.06430648159	344.333925572421	192.636179351552	4.33638676996966	293.616560316769	241.964784218404	173.185383645833	134.964833991595	244.956158629	54.0572924560608	185.34745606032	284.253008834249	149.900983875455	199.5568968427	414.859024528995	309.362335888868	312.964531824743	446.731616737078	388.639973742922	182.786368623999	329.137886370257	800.246190180782	780.656129889256	889.499700520332	922.990625299817	233.664993794447	640.580161180736	121.768816449704	917.983461246933	426.98115812986	263.484638405097	493.173061147417	225.754441371063	549.374720157249	285.074276290177	FALSE	pink
gene495	777.041984521031	1600.98676498117	539.377215013693	335.631788863572	272.833964438852	301.735438589192	429.741921008264	293.211471901556	258.029333465473	225.16721932402	247.395705154811	312.164351654854	284.337619605223	578.258135730759	1154.34061934592	1183.56510570816	1673.81209608172	1234.89498135911	1712.59081140956	1306.13941732847	1596.07022601679	2766.98236948053	2822.12225332216	2119.21204148825	2298.08149693076	2190.03216306936	1591.6439355127	1693.93050392418	2501.53480167072	1417.66350047825	827.744074046617	1149.86740459094	1257.1391840512	1397.67962370783	1232.83885614313	FALSE	pink
gene544	1731.69297536048	1568.75932340427	1532.84282516248	1674.29808919392	1549.6493320354	1520.83808876942	1174.18624758341	1184.33569417777	1427.64078229109	1053.71918068139	1575.69684696796	1426.09030333955	2010.48710938606	1661.08493408443	1738.70948010125	1438.51813580512	1266.87041061439	1037.30863088154	2077.55173146525	1164.99119920217	1185.87832290848	1728.03607924636	1329.61009621902	2170.94482086075	2310.91614311562	2613.42468071749	1942.66710298801	1094.68447667516	1421.20714024465	1622.00026111797	1682.60952637655	2292.82841514658	2404.27034769265	1268.26021255426	1652.36180822716	FALSE	pink
gene548	8327.8615603877	13878.4210855854	9324.90878218934	10148.4690667099	7825.01894278725	5821.7904539934	9384.03232132522	8347.51208562715	8649.34725634065	7386.9433243586	6611.44562126754	7301.25151476157	8523.73229824016	6089.09823385265	6859.25614087703	6252.57147074093	7823.33869749176	6919.62201917694	7138.01536347344	6505.69902797842	7236.82554540242	18275.9247917385	19534.9564252108	14800.2660130987	14998.6474479355	15753.6603812641	14564.8194636854	10890.7665469039	18335.2023709492	8204.98458003445	8350.81574179289	12725.027132928	15782.6579804399	11508.1003599957	10354.2889074145	FALSE	pink
gene7	600.330770373901	73.3869500105733	35.8849108512575	319.619649965046	177.124913062303	134.655103094616	57.1708252595285	37.4908493467056	47.3015886782623	58.1209314854211	45.1781652140329	37.7644721171022	19.288350592356	152.458567666607	478.659440175668	638.420934819068	257.461254720281	194.785012215355	174.11593866394	168.385680123628	348.748042674242	626.993821016719	226.469512381301	350.307370598978	250.896562309869	403.27107527562	161.182572427744	170.664924734674	278.500808579801	147.997870499431	348.864365981268	423.916474949495	196.804804310823	514.335616760701	179.227063845656	FALSE	pink
gene740	7232.6851926686	9398.15401778613	6082.77137790507	7777.31885177082	5684.70374168627	5445.34748875163	5710.47539762457	5173.7938451021	6764.0263323663	6345.98128998792	5942.57442619509	5861.35350471923	8221.31503915786	6300.62776346649	5733.29311351207	5834.55800904161	7690.63099206028	7216.23734959638	8472.82806160389	7238.85600482873	8210.04616442275	13030.7233161898	11049.3270346765	11875.2428806398	10628.2208943777	10869.4076663143	7053.12979383667	6328.23878595477	8046.7382465321	7742.48442393954	10320.2733725292	6964.5833427124	7359.70429433658	8035.21619050677	8492.77464093727	FALSE	pink
gene759	2349.94968822396	1925.34331731094	1228.67604602697	808.216311317878	1627.65831816719	1920.34312752079	345.626001651907	449.509539689595	382.564022004458	511.547119282644	757.605498460628	644.331218558021	394.205344365864	534.645988041241	1202.61097232984	1060.72421868279	1542.0143431823	1484.7549763387	1461.69822564484	1454.77242035718	1625.64833596634	2747.76934311013	2293.71928395114	1661.69817316326	1627.6767065897	1200.21574512486	1412.94491959049	1024.48593763466	1676.4930687434	1338.05688785351	863.506458243664	1242.57957051488	1194.39541290886	1673.42222478149	870.967676059076	FALSE	pink
gene838	3957.52630269682	3337.63288650992	2694.65024761487	4675.42192074433	3083.46057165957	2522.47332386067	3767.78784392073	4466.45156258942	3786.37182054028	3630.87764021441	2430.07223248654	1936.35055083814	2912.72533552721	2634.14621869082	2489.31865540722	2685.88162347977	3338.44692949762	3084.39467441169	4082.8915042186	3468.30710088284	4227.26776209281	7735.42107657565	6013.04814319767	5713.77961082611	8805.73979720103	7961.2044587217	6895.43485873079	6057.45107259864	5244.75429277844	4678.546855966	4114.3209203582	5617.18423245097	5960.93135040342	5557.64358093675	5082.62614126267	FALSE	pink
gene724	2299.97879201471	3029.86562387441	2682.36531372819	1838.09941437494	2775.47877692927	2450.01244895699	2394.4182396298	2427.17210707103	1699.08100183135	2766.28198710552	3046.85278314903	3069.80798580274	3852.98243743727	4041.06375666964	2840.60965110607	3109.88787341044	1780.00634983161	1671.47507925996	2268.9429390778	2591.4652476975	3003.08923138464	1349.46171455608	438.157682343279	1267.53608920906	1366.86575296253	2287.56809196981	1451.51799254011	1716.92064139076	1211.00434327357	3212.00076327205	2783.07613500888	2215.19809842899	2986.25815451214	2103.90090866197	2871.93246414165	TRUE	pink
gene0	2600.38107463632	5138.00970388659	1722.27836110315	1689.32100279541	2286.91421986487	1884.12893112716	691.932679846247	678.634312590292	444.827488715418	1678.15988726427	1598.28567029175	1883.03865267713	1905.52624041998	1948.47682981214	2016.67018626935	1757.65566248056	2184.41302679111	2832.11673938132	3392.52647942721	3064.50412772016	2675.31380413999	1437.44066910196	1526.15099471057	2878.9272403798	2737.9796848035	1494.40213192831	3263.6319679828	2038.99149926793	2257.15775700436	3300.86300358524	3767.91506287393	1372.37798098429	1769.2403948355	2588.69371075143	2357.82895672568	FALSE	brown4
gene141	1517.92210085177	2262.50868165668	1507.82858338019	2029.09254649928	1635.97377399415	1880.51654356991	892.410545200589	796.633119948262	854.164326980276	993.52601112073	1304.949745665	1471.8379950043	2204.89928283376	1724.58074192186	1639.22903474262	1588.7531122597	2097.52813152233	2217.85581722834	3333.04342303753	2178.7342626357	1828.50577983497	1095.73391170421	1340.65744247441	1797.91538240517	2572.15856726514	1422.53611292444	2223.77637028816	1805.83886371273	1993.69887235138	2548.99345008567	2557.38877376225	1185.4903432404	1688.58010336456	1545.51908768763	1457.22309128755	FALSE	brown4
gene17	2382.60457931394	4799.20080208699	988.566012940338	972.848384223577	747.710715360132	565.929405809072	964.081750351736	843.805819427175	1229.41181377929	1096.90207876987	1729.38313412366	1442.83988459006	2226.03220604592	1920.30996128485	1826.82837063243	1950.37088042757	4033.55635635398	3337.29320843781	4766.92834710976	3643.21599226774	3492.65304431638	2055.22457993018	2818.71081436026	3102.24152878725	4520.96592576401	2338.62599375619	5714.35204504382	3858.4969136333	3698.85668914305	3905.72710333685	4300.13161719804	1800.58153947705	2373.99259585304	1725.4426372822	564.767587074189	FALSE	brown4
gene275	6.856394817746	705.967692315186	0	0	168.060351395732	50.0390020443174	244.934462482754	232.825081331609	140.611790790544	132.547746338543	103.460567197255	64.5283241498623	125.235381125506	205.129875004184	162.052593716165	228.656231908451	640.809691180488	646.956710408916	1128.02037604863	668.513499166047	661.043341026553	438.211797733301	901.712934409162	366.831582969286	1378.00566734744	631.878206543059	1330.14862268257	811.166155902137	639.553766802615	1871.14869639183	581.86744516237	436.692683108452	466.430416551757	210.774259981265	447.029224643965	FALSE	brown4
gene295	7215.12308233843	5554.88667937833	5027.88338729354	4367.09769888634	3601.19697269957	4316.27825968502	2332.41508947277	2269.46921182731	2062.46424561856	2582.37617378174	3479.35259676056	3611.82701100162	4030.42588499487	4052.45902486632	5430.28815018516	5439.45578963027	8513.43946507062	9554.88197885777	11198.8166315013	8095.56477860101	7803.57343682773	5152.51278516588	5068.93759452859	7734.36035184516	10711.8258224851	3881.22747247994	9753.21882290819	6937.97948330439	8719.33411694916	7604.89127461614	7085.4637409584	6328.20585292209	7597.77754608167	6319.32034504764	5769.0312127888	FALSE	brown4
gene777	12431.9506461228	13586.141978025	7737.82727145276	6039.68181236005	10062.6012205808	9191.67680929832	5233.1539879094	5179.22812947625	6450.96657516941	3492.66615854996	6283.9687349128	6218.9899338884	9608.92036124624	7471.55133386285	6969.09995298016	8082.36530690414	12732.1859422322	11609.7833612365	22291.0688906863	11091.0031830926	9649.10538018871	5646.84457667666	7534.30665267463	5298.0730880223	16717.3964849724	4374.62216509679	19230.3615747677	7569.1948419848	8562.97295381569	12995.074170658	10125.0165322164	7246.41622720029	11852.8425641458	3681.98764442563	8339.77002251142	FALSE	brown4
gene783	7865.40668478155	11761.468484968	7394.48611899213	4845.71221011009	4766.61006546207	5135.11398871884	3677.40526801533	3699.22175578526	3007.1908089053	4841.44839124767	3425.8953639313	4196.70798266075	4541.18549508719	4323.28025495499	5230.69682983046	5540.32183432028	8346.90001155126	8182.97710833842	13484.3648723181	7522.015905795	7998.70675021811	9780.96633968942	7655.22879912852	10157.8656553315	13545.1687019127	12696.6127629906	19199.0489654239	11168.9093081138	10724.6966612948	12749.0170383215	9675.0217110437	8230.43303253551	9222.52576988606	6838.17699935363	7193.09170252071	FALSE	brown4
gene943	1185.09451455037	2640.42921170783	1376.92245423599	1809.36595061976	1543.75778579322	1087.32647049327	1923.06755537279	1612.3248388479	1367.56743618644	2020.63445664924	1175.27110377578	1285.48846237734	1708.6216778351	1489.30647018119	1666.351472378	1536.12990642882	3681.10932000951	4108.49950538865	5865.61988866736	3445.56285569	4120.51922794976	1626.68011690595	2752.16901043296	2049.03587056346	3833.46726094587	1979.92859263414	5280.60919205981	3428.30752668543	2346.83633232993	5820.12604116402	3658.31685695275	3180.71448914351	2715.45870089907	2988.26319421917	2995.28145429891	FALSE	brown4
gene980	86.0338851564016	2636.85851475716	2454.32009830009	861.763020369013	2425.73511007541	1252.5764065189	1014.05060182349	1844.40609678456	841.423046420366	1369.09252113907	1421.38416589673	1252.44715542821	1750.78387622074	1498.49125675786	1596.25601624055	1783.99382249797	5150.12859181691	5053.54741835541	5330.16805580042	5422.00627202508	4664.42088732112	4195.88375931061	2032.94862099222	3593.76980756991	4982.51814629994	3504.08701957811	7771.2646532733	6940.8871205676	4688.8202934622	3936.92565661737	3448.07584589495	2204.86391530652	2447.4045218866	2401.58820665744	1651.037049018	FALSE	brown4
gene981	2368.17642328117	888.231554952449	631.448498620328	1562.8806502889	790.428187846656	1324.55048876703	756.148745915428	509.611581979171	464.898408592226	990.68347538919	704.998632802277	615.380338099991	1033.3855414644	864.844429215616	980.606335945948	822.303193687149	1404.65818514211	1669.40341822243	2690.18838117874	1821.42156608616	2209.79586552793	741.980794419448	940.694088586413	423.194778152319	2323.1228671532	525.278906049917	2981.52729581346	1789.9400515404	1604.28634406754	2050.20652707937	1488.20286098525	1717.18019550001	932.821329566493	2134.8363990311	1030.78031652115	FALSE	brown4
gene982	848.972564230806	315.320519983651	419.335377851271	410.146492908071	531.449306892908	573.206368361214	453.582796141288	486.616040109627	302.052541163597	352.81572200763	272.137829131172	417.278917551293	543.545918098393	379.207225149206	649.022405519018	590.977041212265	1015.34688576578	1101.35678547285	1267.11499613771	868.761569282322	1010.6354263591	620.773405460164	590.470954849584	296.354136775441	1114.29499230402	657.558572083686	1218.76361921014	391.013552887173	677.984482662139	1345.31347758338	954.17312813884	632.40429949131	940.504047817181	1552.34237700061	441.184593793217	FALSE	brown4
gene297	3255.95692687071	2051.07909543299	4682.80531604837	5516.55332892341	6154.45202127036	6426.30729516576	3410.92892587437	2450.0111188541	2967.69265430346	1609.12067586367	2324.11678301518	1598.64001429442	2069.755133157	2366.489473556	2088.50876262881	2330.82306942139	1658.09900359612	2334.75272079416	1418.5438510096	1575.00844048879	1138.0003755874	896.62933383834	741.117799944147	1950.62032481958	3302.89054132525	943.474117975722	2687.86309711919	1828.35286390701	3000.94246848719	2909.98817520713	1880.68779464934	2033.56224023933	1107.59406780014	3118.17107341246	1832.28442470369	FALSE	lightyellow
gene399	2814.34688927733	853.587421530535	4619.48033503809	3509.99447668437	3280.20415885143	4241.21353717498	1509.30165279105	1266.82430852717	1918.95430801121	2367.43879963056	2102.53766064141	2260.38435096042	2733.45314266121	2365.81225812159	2479.4717625026	2078.753307429	1588.82894554931	1604.60837589642	1838.63308195071	1838.45490654241	1621.27218920975	706.526427574586	919.770027357979	1445.25383664495	1157.48330985938	1556.38194385161	1103.81461621171	1381.96269683831	838.872691415896	1657.05930558911	1216.66252063954	1308.25746440145	2330.55118895077	1041.62112020699	1818.58626125642	FALSE	lightyellow
gene404	3181.87478982468	1032.58699958845	3907.10297599157	5088.37182417966	5135.06020575807	4574.38537172128	2204.1779439709	3332.36142047298	2076.74668742618	2829.33319427282	1500.90927276086	1702.1071453734	1371.18192869036	1888.35877360048	1719.91692114684	2043.28313377513	1239.93278063679	930.272959393782	2694.75031535597	1325.54470161488	1824.40768992316	1848.17796784029	1022.08210832327	2330.26218956236	2314.31516121228	793.09583933164	2019.86162966953	1129.79492009335	1429.41254161298	1462.8623823614	2214.14345815396	3013.11808818344	2973.85947252336	2522.92503417572	2472.69967827398	FALSE	lightyellow
gene410	3854.08637254094	6439.31536611219	8928.80051889636	8064.71968859721	6264.65710612647	7675.29300292955	3348.62863404286	3389.52507125831	3513.016067852	4518.47620282726	4330.74689457979	4101.0053299919	4724.52283562612	4940.83116980494	4659.05847109141	4972.05262303286	2355.21479263365	2659.88053850046	4188.16487995868	2595.16219307976	2787.32861134956	2379.35507895985	2736.19897749041	3261.24475913631	3779.22503147985	2316.3340648729	4535.59923738908	1567.92710769158	1502.59956223543	1833.75107678237	3620.94812675572	4953.2206103036	6109.5752532161	4651.26124081877	6147.80776773817	FALSE	lightyellow
gene411	5185.14858092042	4556.39981827495	7430.83565646532	7737.53731364128	6505.16768248843	6307.16515720959	3412.18664986672	2643.07108310499	2743.6528474546	3662.58736577295	3284.87926519928	3230.11279802828	2920.86329968631	3538.17777728293	3406.2664726318	3380.82146479977	1953.15776841441	2290.21587320495	3685.27922209933	1958.72012583507	2758.13946702618	1834.31149467024	1275.14570725907	832.460438236754	2982.98960015348	714.588825181867	3356.99035815606	1853.77663454509	728.543043358865	1636.91380121082	2240.86489895704	5194.57599507754	5323.96297780385	4394.11521094019	4061.04492111191	FALSE	lightyellow
gene414	76.1290027397745	743.888222893491	2678.92981863291	3318.37255332322	2697.62851100042	3066.97907809986	710.443824261764	805.968834851701	609.345006615722	955.4575736799	587.08284391409	607.346094146781	625.506012496709	808.204011287906	798.341764009025	868.917820469303	390.051059283742	508.186381735109	1333.48674845257	656.898431572938	763.707859349897	626.094905144293	406.734365570671	1541.33482745109	1180.6210742132	274.199536303566	1774.53647653463	963.906425750851	1391.12452799643	797.889375779666	1015.63251478051	1021.80126926021	1548.36095140036	836.677222439985	1194.49335163224	FALSE	lightyellow
gene49	326.97534258142	162.937502193461	540.721557383779	728.804681853179	435.166969748629	480.889219239482	123.186946361651	101.543692036975	141.800117783213	132.129673699211	177.151820248129	137.331596306066	216.68074368926	208.319915805935	139.1462961132	164.258810029365	189.695659490538	203.207927716936	237.793032043021	171.820503796035	174.725573460716	116.563690308268	156.92463214541	81.4931852006431	223.242909521246	173.949970927723	222.784894202233	104.755258820006	193.815915045919	82.747557560033	170.309183930058	155.672221596559	103.406840399538	141.691483408954	93.3798118989798	FALSE	lightyellow
gene698	1560.60586216495	1140.15971840957	2250.67847442353	2511.82539233936	1990.47052660931	2221.63352638144	1052.03891578249	958.383844397336	930.940683575458	1740.50774436103	1513.5002410231	1738.16284616375	1583.97043318031	1675.53166293772	1328.09647833859	1608.6481537364	1122.37564002679	1106.07737264049	1501.6092849934	1339.05848579176	1379.6553307219	1004.81005686757	865.747827995717	1098.67875097237	1209.26908685328	899.042936389104	1247.78292978326	819.430449715966	603.209024758449	1232.50488664868	1738.53802807277	1220.27135828999	1481.57531680438	1314.88685393589	1396.64904336043	FALSE	lightyellow
gene592	476.306274193516	796.817853557295	691.665422264092	356.384041715091	307.467043436683	378.24656172193	649.00989182337	797.012622236189	525.26265853317	757.42806154074	629.406704167524	763.21563486493	644.559603105992	638.849930063812	622.663126540861	673.859521579459	398.432643885503	616.559328352381	546.207054610411	447.395005195447	569.82233209249	589.013189882737	694.002632201727	741.651548642167	619.149016771594	464.70171783247	590.040131269835	716.401071242383	521.087317811328	506.245229061429	700.70732057967	445.767384562702	454.424250416494	613.253365360898	382.782288905178	TRUE	lightyellow
gene178	42.6893786079661	13.1405669677232	103.693365056252	5.26514985977166	59.6156704507887	286.657056232979	489.735418955267	575.320363344027	477.504945319808	494.0843457149	882.462586786191	805.808411371625	459.328819760715	672.071322329383	453.166414588144	452.358904964634	658.204388895954	685.772868070777	319.618286701658	450.483775274936	983.619356915117	900.122332119948	261.722481621613	769.075125680656	367.80845555308	538.311716016635	719.094336134343	1820.94089633593	963.326708537304	480.89511054162	585.357814665924	509.727044746634	115.660691964572	593.312498959517	477.746529877144	FALSE	purple
gene226	1612.81860101092	3625.84926314372	2069.34796149275	2415.73365260101	2006.78402066373	2322.97826684907	5603.85501772123	4979.16991196979	5663.97058940071	6400.35400291509	7465.27730868924	6639.63867402638	5992.34043900242	6717.09370725121	7191.66400115965	7623.94438240115	9535.74736609393	12317.6370469539	4316.71714811964	8948.85118138008	6773.37120510786	8546.73660587099	9049.0439673274	6234.67098443355	5495.79823148367	7749.09443730935	5804.68473762776	9322.7591422386	10046.7338216977	6629.0240034381	4874.85946703596	3824.18720248711	3641.49443761772	5005.29682213845	5243.41875796151	FALSE	purple
gene389	3.71147477371145	2.58210445073318	0	150.083855107709	83.1993334782103	131.434877900001	2618.82938377175	1699.34280218303	2806.97792909112	2405.87687166286	2519.62205158469	2523.64992729421	2563.74684856095	2747.66991229518	2652.61098718351	2664.28483302518	4648.85030649366	5155.30087070353	156.916923253098	4803.83134820663	4337.6391875339	4104.41130444952	4928.29613086794	2406.49196594561	149.92682950615	5105.59833390136	213.838749760239	6498.27285512493	3503.89997813659	3815.02425339794	3292.12339945533	3259.91043398162	3330.95183601918	2714.581098187	4048.12378893466	FALSE	purple
gene806	2778.37142844816	4869.08601930663	2235.92020773682	2360.52177957336	2112.29013964803	1281.1295330532	10390.4368493762	14938.0758890525	10961.2383957992	11351.7793483602	8735.71330661559	8995.45847870897	8842.14753133822	9279.97133796154	9939.04452587503	9456.70691508312	14342.7053870272	13611.2685308342	2453.70449547049	15136.8885682837	13088.0389766948	12458.8635587741	11181.9942287053	10825.8182973719	2125.93794215964	21452.2819382918	2635.88241419218	11547.1888075481	15849.6090591946	16192.9186958877	17508.4331338344	10172.164427716	6824.60844206772	12098.0252625134	15315.0361899279	FALSE	purple
gene412	4841.76974136746	7079.87353365792	6368.93779754947	4138.41543705701	6420.57272177105	5494.76739646856	1316.51063707238	1340.01932459305	896.659001353315	2090.96318962394	1398.97834519478	1095.78900181214	1465.41016909343	1500.05857289139	1415.36975549001	2237.19012754927	1316.13288281245	1311.74051474864	4241.81184289702	1045.65872139863	1603.29412475897	1053.5756702113	357.916620653644	1681.94791141505	3177.30683407398	881.902084912238	3458.22360044404	961.433324157873	1504.22710717036	1341.16887073996	1751.62914367086	2645.6049472149	3645.45208664955	2793.84997498947	3602.52036173866	TRUE	purple
gene700	2437.46427433953	3035.29666840877	2574.34827437205	3031.15785940748	2742.49507942892	2262.92982963573	781.343013098965	764.577352600106	990.572871091739	1263.83360088678	1420.18027326151	1378.20953463006	1823.04714564296	1588.61816668912	1588.20471022458	1588.05030783029	1235.11836167775	1281.57655596183	2335.61009198573	1783.60622837383	1178.17057238849	659.436056024108	969.609142940598	1269.85682422654	1491.86226963835	776.453938506325	1829.09946540228	873.885366196234	893.327668715696	1295.3792913392	2554.39040370528	1587.60821859239	2218.85011886254	1817.66746240418	2370.47987498842	TRUE	purple
gene75	2667.11997648311	2356.73334624018	2148.79418838175	2456.01097066245	2517.88381930993	2547.37081996949	1456.58046547363	1482.48132201691	1414.94203697484	1900.24926315143	1258.06728245178	1265.61162728276	1822.92330618488	1467.91680227091	1492.13492495549	1351.90991672883	1158.22426018763	1224.03985307354	1611.55149005284	1269.69418962255	1744.63065778611	1142.71089371005	1373.59673541448	1205.75506481486	1532.22920490361	1488.50208253004	1509.84347170708	1344.47024588792	701.073558108951	1331.41921908134	1630.46808756655	1378.47842987167	1795.96635031449	1164.85751465869	1781.97661044877	TRUE	purple
gene109	19.6631608523216	25.3920088174659	606.334883351825	183.81341362296	572.370541406781	360.203085674013	503.0995498926	269.354533747431	459.8013893871	255.104342154657	850.19453126659	630.21126864362	435.814402681451	445.951807811534	3200.88437159553	3508.72264163748	5231.13598620196	5857.71040127827	8297.99352238985	4319.42682933027	4311.72078303735	2741.06541334629	1649.683662663	2567.62650957763	7187.82006078237	2905.89899865638	2362.31594429807	3126.62852022561	3155.17714633704	2327.5264272191	978.126247227519	2308.84934623212	1104.2779669663	2258.27346989605	937.788590042442	FALSE	red
gene240	5.47004685459736	353.171634192767	501.041328872154	323.723499721682	327.526862850162	344.90143087828	199.675625321234	200.245273948396	234.394446033446	179.040997197877	170.338288700124	255.273459418136	208.413262114594	184.472999114143	416.503725630932	454.004700392151	814.080553333953	1023.82260745898	1427.50573362891	902.266526222929	740.400813190953	484.602841057695	683.798201729185	553.565062989923	1447.82805430784	689.308308030706	748.842539889346	630.542194258321	497.467432816791	737.024959586553	495.616010316678	581.535041698422	557.360613099277	1021.77367088994	516.517294776434	FALSE	red
gene434	23.2590950629859	22.1938025408256	148.215193708224	87.6751145079555	69.2973850717909	424.463191979018	434.848358201499	209.554042414278	148.198974456826	674.687146326596	787.165677471598	697.446197500879	877.582554033414	541.242596344243	584.696267440751	846.072878103849	561.435717789109	939.622151208041	977.529710983504	616.497534899291	525.995913021563	849.769671057089	646.786334173317	132.103040295487	1435.7656984231	175.440375367201	983.556410242115	581.200417046581	307.087324536176	201.204626567104	0	401.382174592294	214.210371340636	302.721001733735	753.376649924481	FALSE	red
gene449	1276.54378489986	940.768036226683	1394.70847516539	1013.51280881903	1260.57453928947	1263.14724227828	1472.23570041823	1237.78889191416	1608.71208236437	1130.49803686327	1110.46465502792	1279.42199471936	1149.84089532542	1315.75598783121	1471.29026241581	1452.51842959286	1723.70900523884	2461.44858021849	2650.10413396273	1783.03465134229	1391.10999152551	1166.14927339625	1328.79326018607	1189.94597001477	2193.56120373388	1358.81497799657	1847.43513666837	1394.42922867674	1366.35774464524	1010.64144523041	1028.05723147373	1693.77139622614	1251.36339926275	1565.80454988143	1245.54598864561	FALSE	red
gene478	17.3211990432909	233.270689720547	583.637288995975	213.35368009096	366.082286485142	409.92090872332	509.588709463783	413.853634084777	402.626154419256	303.029018055287	364.550444185877	430.746910469207	297.089132983508	428.329038122799	1293.27235803248	1520.54822794865	1032.81990218066	907.662449319887	919.216385355734	781.236260059082	912.903301860387	697.617077873971	566.210258872264	326.229304803465	737.326776837211	361.191985971397	352.982822089389	146.759779702812	284.265134241141	539.635830370088	265.754340506987	475.79534267309	271.056065241605	653.158582780378	187.44792707977	FALSE	red
gene866	32.881430025349	498.131292337066	1292.58785990211	719.49824554775	1298.02364571692	1241.6996028179	885.315720708416	910.549716521803	1010.96654365102	943.504133025015	520.203439641229	545.523370448849	508.767790735272	498.69689024158	582.035063722086	770.082195841296	1179.38579270433	1336.6417806002	2000.13656217406	800.958049836347	927.66253807256	964.82258731314	274.996177010757	789.842833778305	2215.69138941809	1153.94095722687	1895.52437117669	814.370874922575	1311.25768472559	634.15169853672	535.882360222632	880.788458994218	514.688609975427	990.662303310324	372.385309209353	FALSE	red
